0,51.0,20.0,39.0,39.0,0.0,52.0,19.0,28.0,0.0,0.0,70.0,47.0,34.0,14.0,90.0,25.0,11.0,60.0,45.0,18.0,14.0,10.0,7.0,13.0,0.0,0.0,71.0,17.0,24.0,0.0,43.0,59.0,23.0,59.0,33.0,31.0,0.0,0.0,27.0,66.0,37.0,96.0,18.0,16.0,53.0,28.0,34.0,20.0,87.0,17.0,17.0,18.0,23.0,113.0,63.0,84.0,12.0,12.0,277.0,78.0,0.0,77.0,0.0,0.0,0.0,39.0,28.0,0.0,0.0,66.0,0.0,12.0,6.0,68.0,47.0,68.0,61.0,71.0,39.0,130.0,0.0,54.0,20.0,11.0,24.0,21.0,0.0,48.0,0.0,440.0,10.0,65.0,12.0,30.0,42.0,38.0,15.0,34.0,42.0,37.0,22.0,5.0,23.0,38.0,31.0,43.0,50.0,2.0,8.0,39.0,0.0,68.0,6.0,8.0,22.0,184.0,20.0,33.0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
1,50.15,20.88,35.1,37.46,0.0,47.76,17.81,27.14,0.0,0.0,68.87,48.74,31.99,15.06,81.49,25.85,10.82,60.7,41.76,16.91,14.84,10.94,6.74,13.5,0.0,0.0,65.11,15.43,22.42,0.0,39.55,58.07,25.11,59.39,34.27,29.86,0.0,0.0,24.4,69.3,40.62,100.76,17.21,16.93,48.79,27.71,36.78,19.17,83.31,15.74,15.37,18.64,21.67,107.7,62.89,76.5,12.18,11.15,281.95,81.12,0.0,75.68,0.0,0.0,0.0,39.28,28.92,0.0,0.0,67.14,0.0,11.13,5.57,72.18,46.04,63.45,66.22,68.84,40.96,135.88,0.0,55.34,21.0,10.67,22.9,22.66,0.0,52.46,0.0,450.71,9.23,70.84,11.88,30.47,41.23,36.0,16.21,34.5,37.82,37.87,21.24,5.03,24.78,36.92,33.53,44.06,45.16,2.17,8.31,42.88,0.0,63.07,6.52,8.31,20.09,193.4,21.02,35.79,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
2,50.35,18.1,39.39,38.5,0.0,50.24,17.88,28.67,0.0,0.0,71.7,47.27,31.52,14.04,84.32,26.43,11.78,59.93,48.12,16.49,14.01,9.13,6.9,11.95,0.0,0.0,67.11,15.66,22.66,0.0,42.72,55.48,23.65,58.8,33.03,30.3,0.0,0.0,25.18,68.65,40.44,96.0,19.4,15.49,53.71,27.59,33.57,21.11,87.62,18.54,17.15,16.5,22.39,120.93,61.82,76.06,11.39,10.96,304.36,85.34,0.0,78.57,0.0,0.0,0.0,39.19,27.2,0.0,0.0,65.23,0.0,11.58,5.71,66.46,50.12,71.22,59.53,64.08,41.32,124.0,0.0,48.88,20.65,10.75,23.99,20.64,0.0,48.49,0.0,405.92,9.63,59.04,12.57,30.95,39.6,37.37,15.43,35.1,39.23,39.82,23.22,4.63,24.7,39.89,32.85,43.37,47.21,2.17,8.15,37.8,0.0,73.63,5.9,8.06,22.48,196.01,20.49,30.87,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
3,51.52,20.83,37.37,39.08,0.0,56.12,17.58,26.36,0.0,0.0,63.42,46.59,35.01,13.38,93.17,25.45,9.95,60.71,42.83,17.69,13.39,10.39,6.92,12.11,0.0,0.0,68.25,16.05,23.46,0.0,47.09,61.03,24.85,63.08,32.19,28.47,0.0,0.0,26.25,62.37,36.31,95.4,17.17,15.33,52.55,30.02,34.59,19.13,83.14,16.85,16.0,16.92,23.06,103.67,62.79,81.68,12.5,12.59,287.59,80.95,0.0,79.59,0.0,0.0,0.0,38.57,25.54,0.0,0.0,62.44,0.0,12.36,6.27,67.66,47.91,62.11,55.79,66.73,36.28,119.6,0.0,54.58,18.75,11.99,24.87,21.17,0.0,45.73,0.0,469.85,10.45,64.74,12.82,31.47,43.35,41.15,15.4,33.09,42.44,34.75,20.65,5.23,24.31,41.59,33.18,43.37,45.9,2.0,8.68,41.24,0.0,67.39,5.66,7.48,20.12,198.44,20.56,30.65,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
4,55.76,20.19,42.69,40.68,0.0,49.05,20.81,25.23,0.0,0.0,73.91,44.16,36.47,15.35,83.95,25.49,9.92,58.64,40.9,19.64,13.82,10.9,7.4,13.95,0.0,0.0,72.43,15.87,25.12,0.0,43.24,64.16,23.1,54.38,30.74,31.28,0.0,0.0,26.47,67.98,36.24,98.38,18.96,14.97,51.68,28.01,35.27,19.01,87.95,17.42,18.34,17.51,23.63,106.03,62.97,78.67,13.0,11.84,295.29,76.7,0.0,75.53,0.0,0.0,0.0,41.82,28.54,0.0,0.0,62.64,0.0,12.95,6.02,69.41,42.91,68.55,56.48,72.63,37.94,136.96,0.0,49.79,20.74,11.03,24.34,22.44,0.0,50.98,0.0,477.55,10.33,60.43,11.67,32.19,40.74,35.64,14.92,33.27,43.0,36.53,20.95,4.91,22.63,41.06,33.97,44.06,45.83,2.09,8.29,41.54,0.0,62.0,6.13,7.4,23.14,194.83,19.63,35.93,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
5,48.16,21.48,36.71,42.27,0.0,53.16,20.01,28.1,0.0,0.0,64.13,49.24,33.6,13.04,96.84,23.87,10.81,57.55,46.16,18.29,14.28,9.53,6.7,12.36,0.0,0.0,66.25,18.58,26.21,0.0,38.91,55.51,23.92,62.3,29.85,31.48,0.0,0.0,27.75,72.41,35.22,101.81,19.33,17.35,47.72,27.83,37.27,19.6,92.46,17.16,17.92,17.95,20.83,103.66,58.1,79.82,13.12,12.32,294.54,79.03,0.0,81.8,0.0,0.0,0.0,35.83,27.22,0.0,0.0,69.91,0.0,11.25,5.84,64.52,49.77,65.99,62.69,70.91,39.65,141.42,0.0,49.81,21.37,10.66,22.08,20.51,0.0,52.43,0.0,397.09,10.72,59.94,11.95,32.1,42.12,37.59,15.9,30.74,42.61,36.34,24.13,5.3,20.95,35.65,30.7,44.75,48.32,1.94,8.67,42.54,0.0,73.42,5.8,7.33,22.12,189.92,21.57,36.07,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
6,55.01,19.33,41.51,35.43,0.0,52.99,19.11,27.55,0.0,0.0,69.13,49.22,34.12,14.22,92.62,27.45,11.7,58.96,48.39,19.17,12.75,10.44,7.42,13.61,0.0,0.0,65.67,18.56,23.54,0.0,44.87,64.83,21.88,61.02,33.65,32.35,0.0,0.0,25.67,64.71,38.82,100.3,17.66,17.57,52.48,27.29,35.43,18.33,85.23,17.92,17.9,17.22,21.57,112.35,60.92,87.94,11.25,11.59,296.07,79.79,0.0,84.34,0.0,0.0,0.0,38.81,27.46,0.0,0.0,68.42,0.0,12.49,5.47,63.82,50.99,66.71,56.71,73.59,36.38,133.85,0.0,49.05,21.83,10.05,24.06,20.33,0.0,51.31,0.0,447.67,9.23,67.74,11.29,29.94,38.11,36.6,16.09,34.4,42.39,36.02,23.44,4.78,21.28,38.48,29.56,45.37,46.79,2.11,8.17,35.43,0.0,70.29,6.53,8.46,23.1,183.89,18.17,35.09,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
7,46.68,21.12,38.52,40.74,0.0,52.4,19.0,25.6,0.0,0.0,72.51,49.86,33.19,12.78,86.19,27.05,10.37,59.43,48.88,16.29,14.28,10.9,6.62,13.13,0.0,0.0,71.33,17.85,24.81,0.0,40.46,58.89,22.41,58.73,32.11,33.1,0.0,0.0,27.39,63.04,36.65,93.18,18.57,15.59,52.57,29.23,33.41,21.63,81.44,17.82,16.74,17.74,23.62,113.52,61.93,75.62,11.02,12.5,278.35,81.06,0.0,79.82,0.0,0.0,0.0,36.93,30.6,0.0,0.0,65.63,0.0,11.11,5.77,67.5,49.27,67.81,56.57,68.78,37.63,124.81,0.0,53.08,19.79,11.6,25.42,21.09,0.0,50.67,0.0,455.39,10.6,70.71,10.9,32.25,40.12,37.82,15.89,35.48,39.04,38.17,20.1,4.86,24.44,37.45,31.62,44.96,53.21,2.1,7.21,38.38,0.0,61.95,6.05,8.17,23.45,200.26,18.51,31.22,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
8,54.81,21.87,41.88,39.24,0.0,46.92,18.74,27.45,0.0,0.0,70.77,47.41,35.77,14.59,92.15,24.63,10.54,65.69,43.5,16.99,12.78,10.97,6.48,12.54,0.0,0.0,69.49,18.35,23.26,0.0,38.95,57.25,22.45,62.12,35.9,29.88,0.0,0.0,28.63,67.82,33.81,97.99,19.06,14.5,52.53,29.62,37.32,20.34,78.98,16.82,15.94,18.46,21.69,105.11,63.46,77.29,12.55,13.06,301.56,76.05,0.0,79.49,0.0,0.0,0.0,35.63,27.63,0.0,0.0,66.39,0.0,12.53,5.77,66.7,50.03,69.18,63.52,71.15,41.57,135.74,0.0,50.8,19.19,10.95,23.97,21.45,0.0,48.27,0.0,459.66,9.36,66.56,12.15,31.58,44.58,36.47,13.92,34.92,37.87,39.14,22.01,5.5,25.23,35.93,33.17,45.69,47.36,2.06,8.76,40.81,0.0,68.01,5.95,7.2,24.15,197.9,18.87,33.7,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
9,46.01,20.01,38.97,36.14,0.0,49.07,18.69,26.59,0.0,0.0,65.33,50.56,37.07,12.71,93.58,25.36,11.88,62.0,45.43,18.73,13.68,10.39,7.45,12.91,0.0,0.0,77.86,15.88,24.1,0.0,44.29,63.26,25.17,55.29,31.3,33.32,0.0,0.0,26.17,65.52,37.82,95.93,17.92,15.79,56.93,26.25,35.28,20.81,94.4,15.43,17.5,18.5,22.82,102.9,57.19,78.45,12.71,11.19,256.99,75.71,0.0,80.05,0.0,0.0,0.0,35.28,27.3,0.0,0.0,65.26,0.0,11.79,5.66,64.15,44.48,71.12,59.97,72.19,38.96,128.18,0.0,54.61,19.21,12.04,22.68,19.48,0.0,47.92,0.0,405.62,10.08,62.26,11.05,29.94,43.11,34.49,15.0,31.17,44.45,38.91,20.95,4.6,24.92,38.13,28.73,39.67,53.42,2.02,7.62,39.59,0.0,71.97,5.99,8.74,22.09,198.83,19.0,33.14,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
